,car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
1014,Honda City,Honda,City,5,60000,Individual,Diesel,Manual,26,1498,98.6,5,750000
1015,Maruti Baleno,Maruti,Baleno,6,38819,Dealer,Petrol,Manual,21.4,1197,83.1,5,510000
1016,Honda WR-V,Honda,WR-V,2,5700,Dealer,Petrol,Manual,17.5,1199,88.7,5,875000
1018,Maruti Baleno,Maruti,Baleno,4,24000,Dealer,Petrol,Manual,21.4,1197,83.1,5,565000
1019,Maruti Wagon R,Maruti,Wagon R,7,50000,Individual,Petrol,Manual,20.51,998,67.04,5,295000
1021,Tata Tiago,Tata,Tiago,4,35000,Individual,Petrol,Manual,23.84,1199,84,5,380000
1022,Mahindra Scorpio,Mahindra,Scorpio,7,70000,Individual,Diesel,Manual,14,2523,75,7,650000
1023,BMW 7,BMW,7,10,78251,Dealer,Diesel,Automatic,14.49,2993,258,5,1600000
1025,Hyundai Verna,Hyundai,Verna,8,59867,Dealer,Diesel,Manual,22.32,1582,126.32,5,450000
1026,Maruti S-Presso,Maruti,S-Presso,2,8400,Individual,Petrol,Manual,21.7,998,67,5,420000
1027,Maruti Celerio,Maruti,Celerio,7,9000,Individual,Petrol,Automatic,23.1,998,67.04,5,360000
1028,Maruti Celerio,Maruti,Celerio,6,17000,Individual,Petrol,Automatic,23.1,998,67.04,5,425000
1029,Tata Safari,Tata,Safari,9,94000,Individual,Diesel,Manual,13.93,2179,138.03,7,250000
1030,Volkswagen Polo,Volkswagen,Polo,9,35000,Individual,Diesel,Manual,22.07,1199,73.9,5,290000
1031,Honda Amaze,Honda,Amaze,2,25000,Dealer,Petrol,Manual,18.6,1199,88.76,5,640000
1032,Maruti Wagon R,Maruti,Wagon R,16,90000,Individual,Petrol,Manual,14,1061,64,5,80000
1033,Mahindra XUV500,Mahindra,XUV500,8,90000,Individual,Diesel,Manual,15.1,2179,140,7,700000
1034,Maruti Swift Dzire,Maruti,Swift Dzire,5,40000,Individual,Diesel,Manual,26.59,1248,74,5,550000
1035,Maruti Swift Dzire,Maruti,Swift Dzire,7,78916,Individual,Diesel,Manual,23.4,1248,74,5,300000
1036,Hyundai Verna,Hyundai,Verna,4,19000,Individual,Petrol,Manual,17,1591,121.3,5,900000
1037,Maruti Swift,Maruti,Swift,13,75900,Individual,Petrol,Manual,16.1,1298,88.2,5,240000
1038,Hyundai i20,Hyundai,i20,4,33230,Dealer,Petrol,Manual,18.6,1197,81.83,5,655000
1039,Ford Figo,Ford,Figo,6,58000,Individual,Petrol,Manual,18.16,1196,86.8,5,290000
1040,Maruti Alto,Maruti,Alto,18,90000,Individual,Petrol,Manual,19.7,796,46.3,5,80000
1041,Hyundai Grand,Hyundai,Grand,4,17000,Individual,Petrol,Manual,18.9,1197,82,5,425000
1042,Maruti Swift Dzire,Maruti,Swift Dzire,7,114605,Dealer,Petrol,Manual,19.1,1197,85.8,5,380000
1043,Kia Seltos,Kia,Seltos,2,19000,Individual,Diesel,Manual,20.8,1493,113.4,5,1250000
1045,Maruti Vitara,Maruti,Vitara,4,35000,Individual,Diesel,Manual,24.3,1248,88.5,5,884000
1046,Mahindra Bolero,Mahindra,Bolero,3,50000,Individual,Diesel,Manual,16.5,1493,70,7,800000
1047,Honda City,Honda,City,8,74000,Dealer,Petrol,Manual,16.9,1497,100,5,580000
1049,Maruti Wagon R,Maruti,Wagon R,2,6000,Dealer,Petrol,Manual,20.52,1197,81.8,5,500000
1050,BMW 5,BMW,5,3,7000,Dealer,Diesel,Automatic,22.48,1995,187.74,5,4750000
1051,Hyundai Grand,Hyundai,Grand,7,40000,Individual,Petrol,Manual,18.9,1197,82,5,540000
1052,Datsun GO,Datsun,GO,6,70000,Individual,Petrol,Manual,20.62,1198,67,7,300000
1053,Maruti Swift Dzire,Maruti,Swift Dzire,2,10000,Individual,Petrol,Manual,21.21,1197,81.8,5,640000
1054,Maruti Vitara,Maruti,Vitara,3,34000,Dealer,Diesel,Automatic,24.3,1248,88.5,5,875000
1055,Maruti Vitara,Maruti,Vitara,4,39000,Individual,Diesel,Manual,24.3,1248,88.5,5,750000
1057,Tata Tiago,Tata,Tiago,1,10000,Individual,Petrol,Manual,23.84,1199,83.83,5,535000
1058,Honda City,Honda,City,12,66000,Dealer,Petrol,Manual,17,1497,118,5,262000
1059,Maruti Ciaz,Maruti,Ciaz,5,38000,Dealer,Diesel,Manual,28.09,1248,88.5,5,591000
1060,Hyundai i20,Hyundai,i20,8,110000,Individual,Diesel,Manual,21.9,1396,88.76,5,350000
1061,Maruti Ertiga,Maruti,Ertiga,3,25000,Individual,Petrol,Manual,17.5,1373,91.1,7,720000
1062,Hyundai Creta,Hyundai,Creta,3,40000,Individual,Diesel,Manual,22.1,1396,88.7,5,1050000
1063,Audi A4,Audi,A4,10,61000,Individual,Diesel,Automatic,15.2,1968,140.8,5,1000000
1064,Tata Tiago,Tata,Tiago,3,63000,Individual,Diesel,Manual,27.28,1047,69,5,380000
1066,Maruti Vitara,Maruti,Vitara,2,7980,Dealer,Diesel,Manual,24.3,1248,88.5,5,850000
1067,Maruti Alto,Maruti,Alto,5,30000,Individual,Petrol,Manual,22.74,796,47.3,5,225000
1068,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,10,60000,Dealer,Petrol,Manual,12.3,1796,185,5,890000
1069,Maruti Swift,Maruti,Swift,4,45000,Dealer,Diesel,Manual,28.4,1248,74,5,560000
1070,Maruti Baleno,Maruti,Baleno,15,43000,Individual,Petrol,Manual,15.4,1590,94,5,120000
1071,Ford Endeavour,Ford,Endeavour,10,62000,Dealer,Diesel,Automatic,11.4,2953,153.86,7,425000
1072,Tata Nexon,Tata,Nexon,2,6507,Dealer,Petrol,Automatic,17,1198,108.5,5,875000
1073,Ford Aspire,Ford,Aspire,3,8000,Individual,Petrol,Manual,18.16,1196,86.8,5,590000
1076,Honda City,Honda,City,9,51000,Dealer,Petrol,Manual,16.8,1497,116.3,5,440000
1077,Maruti Wagon R,Maruti,Wagon R,12,120000,Individual,LPG,Manual,17.3,1061,57.5,5,110000
1078,Maruti Wagon R,Maruti,Wagon R,6,114183,Individual,Petrol,Manual,21.79,998,67.05,5,350000
1079,Hyundai Grand,Hyundai,Grand,1,15000,Individual,Petrol,Automatic,20.7,1197,81.86,5,650000
1081,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,4,49000,Dealer,Diesel,Automatic,10,2148,170,5,3975000
1082,Honda City,Honda,City,12,75000,Dealer,Petrol,Manual,17,1497,118,5,260000
1085,Hyundai Grand,Hyundai,Grand,6,50000,Individual,Petrol,Manual,18.9,1197,82,5,405000
1087,Toyota Innova,Toyota,Innova,2,29250,Dealer,Diesel,Manual,13.68,2393,147.8,8,1950000
1089,Mahindra XUV500,Mahindra,XUV500,5,100000,Individual,Diesel,Automatic,16,1997,140,7,1180000
1090,Mahindra Scorpio,Mahindra,Scorpio,4,50000,Individual,Diesel,Manual,15.4,2179,120,7,970000
1092,Maruti Swift Dzire,Maruti,Swift Dzire,13,120000,Individual,Diesel,Manual,19.3,1248,73.9,5,165000
1093,Honda City,Honda,City,5,55000,Dealer,Petrol,Manual,17.8,1497,117.3,5,650000
1094,Hyundai Elantra,Hyundai,Elantra,4,43500,Dealer,Petrol,Automatic,14.62,1999,149.92,5,1245000
1095,Maruti Vitara,Maruti,Vitara,5,70000,Dealer,Diesel,Manual,24.3,1248,88.5,5,680000
1097,Maruti Swift,Maruti,Swift,9,120000,Individual,Diesel,Manual,22.9,1248,74,5,500000
1099,Hyundai i10,Hyundai,i10,9,70000,Individual,Petrol,Manual,20.36,1197,78.9,5,200000
1100,Maruti Wagon R,Maruti,Wagon R,10,53000,Dealer,Petrol,Manual,20.51,998,67.04,5,275000
1102,Hyundai Venue,Hyundai,Venue,1,5000,Dealer,Diesel,Manual,23.7,1493,98.6,5,890000
1103,Hyundai Verna,Hyundai,Verna,8,58000,Dealer,Diesel,Manual,22.32,1582,126.3,5,360000
1104,Hyundai i20,Hyundai,i20,2,15000,Dealer,Petrol,Manual,18.6,1197,81.86,5,620000
1105,Hyundai Grand,Hyundai,Grand,6,55000,Dealer,Petrol,Manual,18.9,1197,82,5,360000
1106,Datsun RediGO,Datsun,RediGO,2,10000,Individual,Petrol,Manual,22.7,799,53.64,5,260000
1107,Maruti Swift Dzire,Maruti,Swift Dzire,4,46122,Dealer,Petrol,Automatic,22,1197,81.8,5,650000
1109,Maruti Vitara,Maruti,Vitara,5,74962,Dealer,Diesel,Manual,24.3,1248,88.5,5,681000
1110,Maruti Eeco,Maruti,Eeco,6,40000,Individual,Petrol,Manual,15.37,1196,73,7,215000
1111,Toyota Fortuner,Toyota,Fortuner,3,39000,Dealer,Diesel,Automatic,12.9,2755,174.5,7,3050000
1112,Hyundai Santro,Hyundai,Santro,11,70000,Individual,Petrol,Manual,17.92,1086,62.1,5,225000
1113,Maruti Ertiga,Maruti,Ertiga,8,60000,Dealer,Diesel,Manual,20.77,1248,88.8,7,400000
1114,Ford Ecosport,Ford,Ecosport,5,23256,Trustmark Dealer,Petrol,Manual,17,1497,121.36,5,585000
1117,Maruti Vitara,Maruti,Vitara,5,84000,Individual,Diesel,Manual,24.3,1248,88.5,5,525000
1118,Renault Duster,Renault,Duster,6,56308,Dealer,Diesel,Manual,20.45,1461,83.8,5,440000
1120,Honda City,Honda,City,7,46000,Individual,Diesel,Manual,26,1498,98.6,5,501000
1121,Maruti Wagon R,Maruti,Wagon R,14,80000,Dealer,Petrol,Manual,21.79,998,67.05,5,85000
1122,Mahindra Scorpio,Mahindra,Scorpio,5,90000,Individual,Diesel,Manual,15.4,2179,120,7,900000
1124,Maruti Swift Dzire,Maruti,Swift Dzire,4,120000,Individual,Petrol,Manual,19,1197,85.8,5,325000
1127,Maruti Alto,Maruti,Alto,16,120000,Individual,Petrol,Manual,19.7,796,46.3,5,90000
1128,Hyundai Grand,Hyundai,Grand,3,15000,Individual,Petrol,Manual,18.9,1197,81.86,5,525000
1129,Tata Tiago,Tata,Tiago,2,15000,Individual,Petrol,Manual,23.84,1199,84,5,600000
1130,Skoda Rapid,Skoda,Rapid,8,52000,Dealer,Petrol,Manual,15,1598,103.5,5,425000
1131,Hyundai i20,Hyundai,i20,6,39000,Dealer,Petrol,Manual,18.6,1197,81.83,5,526000
1132,Honda Amaze,Honda,Amaze,8,73100,Dealer,Diesel,Manual,25.8,1498,98.6,5,324000
1133,Toyota Fortuner,Toyota,Fortuner,3,39000,Dealer,Diesel,Automatic,12.9,2755,174.5,7,3040000
1135,Maruti Ciaz,Maruti,Ciaz,6,49000,Dealer,Diesel,Manual,28.09,1248,88.5,5,565000
1136,Hyundai Verna,Hyundai,Verna,8,100000,Individual,Diesel,Manual,22.32,1582,126.3,5,500000
1137,Maruti Dzire LXI,Maruti,Dzire LXI,6,50000,Dealer,Petrol,Manual,23.26,1197,88.5,5,385000
1138,Volkswagen Polo,Volkswagen,Polo,4,66900,Individual,Diesel,Manual,20.14,1498,88,5,700000
1139,Hyundai Creta,Hyundai,Creta,4,46000,Dealer,Petrol,Automatic,13,1591,121.3,5,1095000
1140,Maruti Swift,Maruti,Swift,3,40000,Individual,Petrol,Manual,22,1197,81.8,5,550000
1141,Hyundai i10,Hyundai,i10,11,28400,Individual,Petrol,Manual,20.36,1197,78.9,5,300000
1142,MG Hector,MG,Hector,1,4800,Dealer,Petrol,Manual,15.81,1451,141,5,1800000
1143,Volkswagen Polo,Volkswagen,Polo,9,62000,Dealer,Petrol,Manual,16.47,1198,73.9,5,310000
1145,Hyundai Verna,Hyundai,Verna,5,25000,Individual,Petrol,Manual,17.01,1591,121.3,5,780000
1146,Maruti Swift,Maruti,Swift,6,45864,Dealer,Petrol,Manual,20.4,1197,83.11,5,450000
1147,Renault Duster,Renault,Duster,7,185000,Individual,Diesel,Manual,20.45,1461,83.8,5,310000
1148,Mahindra Scorpio,Mahindra,Scorpio,10,60000,Individual,Diesel,Manual,12.05,2179,120,8,556000
1149,Mahindra XUV500,Mahindra,XUV500,7,170000,Individual,Diesel,Manual,15.1,2179,140,7,825000
1150,Land Rover Rover,Land Rover,Rover,7,82000,Dealer,Diesel,Automatic,12.7,2179,187.7,5,2590000
1151,Mahindra Scorpio,Mahindra,Scorpio,10,60000,Individual,Diesel,Manual,12.05,2179,120,8,465000
1152,Honda Amaze,Honda,Amaze,5,13433,Dealer,Petrol,Manual,17.8,1198,86.7,5,551000
1153,Hyundai i20,Hyundai,i20,6,35000,Individual,Diesel,Manual,22.54,1396,88.73,5,600000
1154,Hyundai Santro,Hyundai,Santro,2,5000,Individual,Petrol,Manual,20.3,1086,68,5,410000
1155,Maruti Swift,Maruti,Swift,3,32400,Dealer,Petrol,Manual,22,1197,81.8,5,575000
1156,Mahindra Thar,Mahindra,Thar,7,60000,Individual,Diesel,Manual,16.55,2498,105,6,700000
1157,Toyota Innova,Toyota,Innova,4,50000,Dealer,Petrol,Automatic,10.75,2694,163.7,8,1495000
1158,Mercedes-Benz GL-Class,Mercedes-Benz,GL-Class,5,70000,Dealer,Diesel,Automatic,12,2987,224,7,4100000
1159,Mahindra Scorpio,Mahindra,Scorpio,4,56000,Dealer,Diesel,Manual,15.4,1997,120,7,1150000
1160,Maruti Alto,Maruti,Alto,7,34000,Dealer,Petrol,Manual,23.95,998,67.05,5,251000
1162,Hyundai Grand,Hyundai,Grand,6,59000,Dealer,Petrol,Manual,18.9,1197,82,5,425000
1164,Hyundai Grand,Hyundai,Grand,2,30000,Individual,Petrol,Manual,18.9,1197,81.86,5,600000
1165,Maruti Ciaz,Maruti,Ciaz,6,48767,Dealer,Diesel,Manual,26.21,1248,88.5,5,681000
1166,Honda Jazz,Honda,Jazz,6,88541,Dealer,Diesel,Manual,27.3,1498,98.6,5,500000
1168,Maruti Swift,Maruti,Swift,8,57300,Dealer,Diesel,Manual,28.4,1248,74,5,340000
1169,Hyundai Creta,Hyundai,Creta,5,66500,Dealer,Petrol,Automatic,13,1591,121.3,5,998000
1170,Hyundai i20,Hyundai,i20,7,24000,Individual,Petrol,Manual,18.6,1197,81.83,5,500000
1171,Honda Amaze,Honda,Amaze,7,27233,Dealer,Diesel,Manual,25.8,1498,98.6,5,445000
1172,Hyundai Creta,Hyundai,Creta,5,43031,Dealer,Diesel,Manual,21.38,1396,88.7,5,1050000
1173,Mahindra XUV500,Mahindra,XUV500,6,25000,Individual,Diesel,Manual,16,2179,140,7,1400000
1175,Ford Figo,Ford,Figo,8,43434,Individual,Diesel,Manual,20,1399,68.1,5,280000
1176,Maruti Swift Dzire,Maruti,Swift Dzire,3,40000,Individual,Diesel,Manual,28.4,1248,74.02,5,750000
1177,Honda Jazz,Honda,Jazz,10,80000,Individual,Petrol,Manual,16.7,1198,88.8,5,250000
1180,Volkswagen Polo,Volkswagen,Polo,10,63000,Dealer,Petrol,Manual,16.47,1198,73.9,5,245000
1181,Volkswagen Polo,Volkswagen,Polo,8,90000,Individual,Diesel,Manual,22.07,1199,73.9,5,250000
1182,Tata Tiago,Tata,Tiago,4,22000,Dealer,Diesel,Manual,27.28,1047,69,5,475000
1183,Mahindra Bolero,Mahindra,Bolero,4,80000,Individual,Diesel,Manual,15.96,2523,63,9,600000
1184,Mahindra XUV500,Mahindra,XUV500,8,51674,Dealer,Diesel,Manual,15.1,2179,140,7,570000
1187,Datsun RediGO,Datsun,RediGO,5,10000,Individual,Petrol,Manual,22.7,799,53.64,5,245000
1190,Hyundai i20,Hyundai,i20,8,35858,Dealer,Petrol,Manual,18.5,1197,82.85,5,350000
1191,Maruti Ciaz,Maruti,Ciaz,3,35000,Individual,Petrol,Automatic,20.28,1462,103.25,5,1000000
1192,Hyundai Verna,Hyundai,Verna,3,18329,Dealer,Diesel,Manual,22,1582,126.2,5,990000
1194,Toyota Innova,Toyota,Innova,3,49000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,2050000
1195,Mahindra Thar,Mahindra,Thar,9,50000,Individual,Diesel,Manual,16.55,2498,105,6,500000
1196,Volkswagen Vento,Volkswagen,Vento,10,50000,Individual,Petrol,Manual,15.04,1598,103.6,5,385000
1197,Maruti Alto,Maruti,Alto,8,47000,Dealer,Petrol,Manual,20.92,998,67.1,5,280000
1198,Maruti Swift,Maruti,Swift,7,60000,Individual,Diesel,Manual,25.2,1248,74,5,465000
1201,Ford Ecosport,Ford,Ecosport,5,72000,Individual,Diesel,Manual,22.77,1498,98.59,5,650000
1202,Honda City,Honda,City,12,69000,Dealer,Petrol,Manual,17,1497,118,5,300000
1203,Audi Q7,Audi,Q7,10,65000,Dealer,Diesel,Automatic,11.33,4134,335.2,7,1890000
1206,Maruti Wagon R,Maruti,Wagon R,9,100000,Individual,Petrol,Manual,18.9,998,67.1,5,225000
1207,Maruti Baleno,Maruti,Baleno,1,1500,Individual,Petrol,Manual,21.01,1197,81.8,5,624000
1209,Hyundai Aura,Hyundai,Aura,1,4500,Individual,Petrol,Manual,20.5,1197,81.86,5,900000
1210,Audi A4,Audi,A4,9,23994,Dealer,Diesel,Automatic,17.11,1968,174.33,5,1275000
1211,Tata Safari,Tata,Safari,6,100000,Individual,Diesel,Manual,14,2179,138.1,7,585000
1212,Hyundai Verna,Hyundai,Verna,7,70355,Dealer,Diesel,Manual,22.32,1582,126.32,5,527000
1216,Maruti Vitara,Maruti,Vitara,4,40000,Individual,Diesel,Manual,24.3,1248,88.5,5,720000
1217,Maruti Vitara,Maruti,Vitara,3,39000,Dealer,Diesel,Manual,24.3,1248,88.5,5,775000
1218,Mahindra KUV100,Mahindra,KUV100,2,17000,Individual,Diesel,Manual,25.32,1198,77,6,600000
1219,Honda Amaze,Honda,Amaze,2,10000,Individual,Petrol,Manual,19.5,1199,88.76,5,650000
1220,Mahindra KUV,Mahindra,KUV,4,20000,Individual,Petrol,Manual,18.15,1198,82,6,380000
1221,Hyundai i20,Hyundai,i20,3,35000,Individual,Petrol,Manual,18.6,1197,81.83,5,600000
1222,Maruti Alto,Maruti,Alto,7,52000,Dealer,Petrol,Manual,23.95,998,67.05,5,244000
1223,Maruti Alto,Maruti,Alto,7,50080,Individual,Petrol,Manual,22.74,796,47.3,5,225000
1224,Hyundai i10,Hyundai,i10,11,90000,Individual,Petrol,Manual,19.81,1086,68.05,5,130000
1225,Volkswagen Vento,Volkswagen,Vento,6,67000,Dealer,Diesel,Automatic,22.15,1498,108.6,5,565000
1226,Maruti Celerio,Maruti,Celerio,4,20000,Individual,Petrol,Manual,23.1,998,67.04,5,450000
1227,Hyundai Creta,Hyundai,Creta,2,39000,Dealer,Petrol,Manual,15.8,1591,121.3,5,920000
1228,Mahindra Scorpio,Mahindra,Scorpio,4,36000,Dealer,Diesel,Manual,15.4,1997,120,7,1241000
1229,Maruti Swift,Maruti,Swift,3,40000,Individual,Petrol,Automatic,22,1197,81.8,5,630000
1231,Maruti Baleno,Maruti,Baleno,2,18458,Trustmark Dealer,Petrol,Manual,21.01,1197,81.8,5,610000
1233,Volvo XC,Volvo,XC,6,54694,Dealer,Diesel,Manual,11.1,2400,200,7,2400000
1234,Maruti Wagon R,Maruti,Wagon R,6,18650,Dealer,Petrol,Manual,21.5,1197,81.8,5,299000
1235,Honda City,Honda,City,2,23000,Individual,Petrol,Manual,17.4,1497,117.6,5,960000
1236,Honda WR-V,Honda,WR-V,3,24000,Dealer,Petrol,Manual,17.5,1199,88.7,5,775000
1237,Mahindra XUV500,Mahindra,XUV500,3,40000,Individual,Diesel,Manual,16,2179,140,7,1321000
1238,Mahindra XUV500,Mahindra,XUV500,8,148736,Individual,Diesel,Manual,15.1,2179,140,7,700000
1239,Honda City,Honda,City,5,80000,Dealer,Petrol,Automatic,18,1497,117.3,5,680000
1240,Hyundai Grand,Hyundai,Grand,3,10000,Individual,Petrol,Manual,18.9,1197,81.86,5,451000
1241,Maruti Vitara,Maruti,Vitara,4,32000,Individual,Diesel,Manual,24.3,1248,88.5,5,925000
1243,Renault Duster,Renault,Duster,8,95000,Dealer,Diesel,Manual,19.01,1461,108.45,5,295000
1244,Maruti Swift Dzire,Maruti,Swift Dzire,3,20000,Individual,Petrol,Manual,21.21,1197,81.8,5,635000
1246,Mahindra Scorpio,Mahindra,Scorpio,11,186000,Individual,Diesel,Manual,12.05,2179,120,8,400000
1247,Tata Tigor,Tata,Tigor,3,50000,Individual,Petrol,Manual,20.3,1199,84,5,410000
1250,Audi A6,Audi,A6,1,3000,Dealer,Petrol,Automatic,17.01,1984,241.3,5,4600000
1251,BMW 7,BMW,7,13,70000,Dealer,Petrol,Automatic,8.45,2979,321,5,750000
1252,Maruti Ciaz,Maruti,Ciaz,6,75000,Dealer,Diesel,Manual,28.09,1248,88.5,5,625000
1254,Toyota Fortuner,Toyota,Fortuner,11,100000,Dealer,Diesel,Manual,11.5,2982,171,7,800000
1257,Hyundai Santro,Hyundai,Santro,13,69000,Dealer,Petrol,Manual,17.92,1086,62.1,5,125000
1258,Hyundai Elantra,Hyundai,Elantra,8,90000,Individual,Diesel,Manual,22.7,1582,126.24,5,615000
1259,Mahindra Scorpio,Mahindra,Scorpio,6,120000,Individual,Diesel,Manual,15.4,2179,120,7,900000
1260,Honda Amaze,Honda,Amaze,1,1800,Individual,Petrol,Manual,19.5,1199,88.76,5,720000
1261,Maruti Swift,Maruti,Swift,3,15000,Individual,Diesel,Manual,28.4,1248,74,5,675000
1263,Skoda Rapid,Skoda,Rapid,6,35000,Individual,Petrol,Automatic,14.3,1598,103.52,5,650000
1265,Toyota Innova,Toyota,Innova,8,215000,Individual,Diesel,Manual,12.99,2494,100.6,7,1000000
1266,Maserati Ghibli,Maserati,Ghibli,5,15000,Dealer,Diesel,Automatic,20.41,2987,271,5,6200000
1268,Maruti Baleno,Maruti,Baleno,4,23200,Dealer,Petrol,Manual,21.4,1197,83.1,5,610000
1269,Hyundai Grand,Hyundai,Grand,5,60000,Individual,Diesel,Manual,24,1120,70,5,400000
1270,Toyota Innova,Toyota,Innova,8,40000,Individual,Diesel,Manual,12.99,2494,100.6,8,850000
1271,Volkswagen Polo,Volkswagen,Polo,6,60000,Individual,Petrol,Manual,16.47,1198,74,5,350000
1272,Land Rover Rover,Land Rover,Rover,9,70000,Dealer,Diesel,Automatic,12.7,2179,187.7,5,2100000
1274,Mahindra Scorpio,Mahindra,Scorpio,13,120000,Individual,Diesel,Manual,10.5,2609,120,9,300000
1275,Mahindra Scorpio,Mahindra,Scorpio,9,147000,Individual,Diesel,Manual,14,2523,75,8,500000
1276,Renault Duster,Renault,Duster,7,61251,Dealer,Diesel,Manual,20.45,1461,83.8,5,430000
1278,Ford Figo,Ford,Figo,5,60000,Individual,Petrol,Manual,18.16,1196,86.8,5,420000
1279,Skoda Rapid,Skoda,Rapid,9,120000,Individual,Petrol,Automatic,14.3,1598,105,5,500000
1281,Maruti Wagon R,Maruti,Wagon R,3,50000,Individual,Petrol,Manual,20.51,998,67.04,5,400000
1283,Honda WR-V,Honda,WR-V,4,21000,Dealer,Petrol,Manual,17.5,1199,88.7,5,650000
1285,Toyota Fortuner,Toyota,Fortuner,5,54500,Individual,Diesel,Manual,12.55,2982,168.5,7,2000000
1286,Maruti Swift,Maruti,Swift,13,70000,Individual,Diesel,Manual,17.8,1248,75,5,170000
1288,Honda City,Honda,City,6,50000,Individual,Petrol,Manual,17.4,1497,117.3,5,650000
1290,Maruti Alto,Maruti,Alto,2,12955,Individual,Petrol,Manual,23.95,998,67.1,5,375000
1291,Hyundai i10,Hyundai,i10,13,92000,Dealer,Petrol,Manual,19.81,1086,68.05,5,190000
1292,Ford Figo,Ford,Figo,9,80000,Individual,Diesel,Manual,20,1399,68,5,173000
1293,Skoda Rapid,Skoda,Rapid,5,80000,Individual,Diesel,Manual,21.13,1498,108.6,5,650000
1295,Maruti Swift,Maruti,Swift,2,8043,Trustmark Dealer,Petrol,Automatic,22,1197,81.8,5,675000
1296,Honda Amaze,Honda,Amaze,5,35118,Dealer,Petrol,Manual,17.8,1198,86.7,5,475000
1298,Tata Safari,Tata,Safari,7,56000,Dealer,Petrol,Manual,12,2092,127,7,675000
1299,Maruti Celerio,Maruti,Celerio,2,10000,Individual,Petrol,Manual,23.1,998,67.04,5,480000
1301,Hyundai Creta,Hyundai,Creta,5,52000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,1050000
1302,Maruti Wagon R,Maruti,Wagon R,3,16631,Trustmark Dealer,Petrol,Manual,20.51,998,67.04,5,410000
1304,Hyundai i20,Hyundai,i20,4,48000,Individual,Petrol,Manual,17.19,1197,81.86,5,520000
1305,Skoda Rapid,Skoda,Rapid,8,50000,Individual,Petrol,Automatic,14.3,1598,103.6,5,239000
1306,Maruti Wagon R,Maruti,Wagon R,8,58000,Dealer,Petrol,Manual,18.9,998,67.1,5,248000
1307,Tata Safari,Tata,Safari,7,50000,Individual,Diesel,Manual,14,2179,138.1,7,800000
1308,Hyundai i10,Hyundai,i10,5,47000,Dealer,Petrol,Manual,20.36,1197,78.9,5,365000
1309,Honda Amaze,Honda,Amaze,4,58900,Individual,Petrol,Manual,17.8,1198,86.7,5,470000
1310,Volvo XC,Volvo,XC,11,80000,Dealer,Diesel,Automatic,11.1,2400,200,7,1200000
1312,Hyundai Santro,Hyundai,Santro,2,30000,Individual,Petrol,Manual,20.3,1086,68,5,550000
1313,Maruti Wagon R,Maruti,Wagon R,11,147626,Individual,Petrol,Manual,18.9,1061,67,5,199000
1314,Hyundai i20,Hyundai,i20,7,67300,Dealer,Diesel,Manual,23,1396,90,5,368000
1315,Renault Duster,Renault,Duster,9,100000,Individual,Diesel,Manual,19.01,1461,108.45,5,550000
1316,Hyundai Elantra,Hyundai,Elantra,6,65000,Dealer,Diesel,Automatic,19.5,1582,126.24,5,795000
1317,Maruti Swift,Maruti,Swift,11,160000,Individual,Diesel,Manual,17.8,1248,75,5,250000
1318,Maruti Alto,Maruti,Alto,11,43000,Individual,Petrol,Manual,19.7,796,46.3,5,170000
1319,Hyundai i20,Hyundai,i20,4,44000,Dealer,Petrol,Manual,18.6,1197,81.83,5,550000
1320,Maruti Wagon R,Maruti,Wagon R,9,16000,Individual,Petrol,Manual,18.9,998,67.1,5,400000
1321,Skoda Rapid,Skoda,Rapid,7,110000,Individual,Diesel,Manual,21.14,1498,103.52,5,550000
1322,Datsun GO,Datsun,GO,4,20000,Individual,Petrol,Manual,20.63,1198,67.06,5,300000
1323,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,5,29000,Individual,Diesel,Automatic,13,2987,265,5,3500000
1324,Maruti Ciaz,Maruti,Ciaz,4,63500,Dealer,Diesel,Manual,28.09,1248,88.5,5,665000
1326,Maruti Ertiga,Maruti,Ertiga,9,40000,Individual,Diesel,Manual,20.77,1248,88.8,7,650000
1328,Hyundai Grand,Hyundai,Grand,5,46000,Individual,Petrol,Manual,18.9,1197,82,5,455000
1330,Maruti Swift,Maruti,Swift,7,70000,Individual,Petrol,Manual,18.6,1197,85.8,5,450000
1331,Hyundai Verna,Hyundai,Verna,9,68812,Dealer,Diesel,Manual,22.32,1582,126.32,5,440000
1332,Hyundai Santro,Hyundai,Santro,2,5000,Individual,Petrol,Manual,20.3,1086,68,5,550000
1333,Maruti Swift Dzire,Maruti,Swift Dzire,8,110000,Individual,Petrol,Manual,19.1,1197,85.8,5,420000
1334,Renault Duster,Renault,Duster,8,56000,Dealer,Diesel,Manual,19.01,1461,108.45,5,450000
1335,Renault Duster,Renault,Duster,4,40000,Individual,Diesel,Automatic,19.6,1461,108.45,5,1000000
1336,Maruti Swift Dzire,Maruti,Swift Dzire,8,120000,Individual,Diesel,Manual,23.4,1248,74,5,330000
1337,Ford Figo,Ford,Figo,7,57000,Individual,Diesel,Manual,20,1399,68.05,5,275000
